"Munic do un.saúde";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";" Total"
"431700 SANTANA DA BOA VISTA";"622";"508";"453";"318";"218";"339";"354";"373";"412";"274";"3871"
"431710 SANT\'ANA DO LIVRAMENTO";"0";"0";"0";"2690";"2127";"2993";"3077";"3472";"2812";"3602";"20773"
"431720 SANTA ROSA";"5207";"4906";"4800";"4840";"4134";"4450";"5025";"5399";"5879";"5612";"50252"
"431725 SANTA TEREZA";"188";"194";"221";"168";"73";"162";"128";"96";"48";"52";"1330"
"431730 SANTA VITORIA DO PALMAR";"1186";"1224";"1046";"932";"979";"948";"824";"1368";"1140";"1454";"11101"
"431740 SANTIAGO";"2055";"2753";"2666";"2475";"1442";"2102";"2126";"2532";"2451";"2321";"22923"
"431750 SANTO ANGELO";"2975";"2828";"2849";"3362";"2484";"3625";"3546";"3834";"3631";"3353";"32487"
"431755 SANTO ANTONIO DO PALMA";"382";"377";"355";"280";"244";"337";"289";"318";"302";"314";"3198"
"431760 SANTO ANTONIO DA PATRULHA";"2391";"2193";"1354";"2303";"1184";"695";"1752";"1687";"1855";"1534";"16948"
"431770 SANTO ANTONIO DAS MISSOES";"1019";"856";"758";"673";"307";"417";"495";"639";"580";"510";"6254"
"431775 SANTO ANTONIO DO PLANALTO";"222";"227";"267";"278";"211";"315";"212";"252";"267";"238";"2489"
"431780 SANTO AUGUSTO";"571";"438";"464";"387";"179";"380";"365";"777";"392";"444";"4397"
